SampleType,SampleRate,StartTime,Data
HEART_RATE,1.0,2025-08-09T23:26:47.000Z,56;70;56;62;59;60;56;62;54;54
HEART_RATE,1.0,2025-08-09T23:26:57.000Z,63;58;56;59;57;59;55;57;57;46
HEART_RATE,1.0,2025-08-09T23:27:07.000Z,54;56;54;57;56;57;53;57;57;57
HEART_RATE,1.0,2025-08-09T23:27:17.000Z,58;59;57;57;56;60;53;55;53;57
HEART_RATE,1.0,2025-08-09T23:27:27.000Z,50;65;52;56;60;55;65;58;60;58
HEART_RATE,1.0,2025-08-09T23:27:37.000Z,64;58;56;55;55;56;59;56;59;55
HEART_RATE,1.0,2025-08-09T23:27:47.000Z,56;60;59;58;55;51;60;59;53;61
HEART_RATE,1.0,2025-08-09T23:27:57.000Z,52;63;60;54;56;56;58;56;56;58
HEART_RATE,1.0,2025-08-09T23:28:07.000Z,60;57;53;60;55;52;57;54;54;59
HEART_RATE,1.0,2025-08-09T23:28:17.000Z,55;63;56;54;65;58;56;56;51;60
HEART_RATE,1.0,2025-08-09T23:28:27.000Z,57;57;60;58;53;60;56;52;50;60
HEART_RATE,1.0,2025-08-09T23:28:37.000Z,59;57;51;55;59;52;58;56;56;53
HEART_RATE,1.0,2025-08-09T23:28:47.000Z,57;57;59;62;53;66;56;58;59;60
HEART_RATE,1.0,2025-08-09T23:28:57.000Z,51;56;60;59;57;63;62;56;57;56
HEART_RATE,1.0,2025-08-09T23:29:07.000Z,54;60;59;65;56;56;60;55;60;60
HEART_RATE,1.0,2025-08-09T23:29:17.000Z,61;54;57;54;60;59;56;58;64;57
HEART_RATE,1.0,2025-08-09T23:29:27.000Z,56;56;61;52;67;52;58;55;58;56
HEART_RATE,1.0,2025-08-09T23:29:37.000Z,57;51;56;56;61;58;57;58;59;60
HEART_RATE,1.0,2025-08-09T23:29:47.000Z,62;62;56;62;62;57;56;56;56;57
HEART_RATE,1.0,2025-08-09T23:29:57.000Z,51;59;55;56;61;53;57;57;54;56
HEART_RATE,1.0,2025-08-09T23:30:07.000Z,61;58;64;54;57;60;57;56;59;58
HEART_RATE,1.0,2025-08-09T23:30:17.000Z,62;53;63;59;57;53;50;58;53;53
HEART_RATE,1.0,2025-08-09T23:30:27.000Z,64;61;54;52;53;62;57;59;63;59
HEART_RATE,1.0,2025-08-09T23:30:37.000Z,56;50;60;58;54;57;57;57;58;57
HEART_RATE,1.0,2025-08-09T23:30:47.000Z,58;57;55;59;52;59;55;65;53;58
HEART_RATE,1.0,2025-08-09T23:30:57.000Z,53;58;59;58;56;61;61;61;57;51
HEART_RATE,1.0,2025-08-09T23:31:07.000Z,60;53;56;57;53;57;58;59;53;63
HEART_RATE,1.0,2025-08-09T23:31:17.000Z,55;62;55;56;56;59;56;55;60;59
HEART_RATE,1.0,2025-08-09T23:31:27.000Z,58;60;59;58;54;53;60;56;61;59
HEART_RATE,1.0,2025-08-09T23:31:37.000Z,54;61;60;59;56;58;57;60;57;61
HEART_RATE,1.0,2025-08-09T23:31:47.000Z,54;59;57;56;55;60;57;56;54;56
HEART_RATE,1.0,2025-08-09T23:31:57.000Z,57;54;56;57;56;52;57;53;58;55
HEART_RATE,1.0,2025-08-09T23:32:07.000Z,60;58;63;55;53;56;62;58;53;58
HEART_RATE,1.0,2025-08-09T23:32:17.000Z,54;58;56;57;57;60;61;52;61;59
HEART_RATE,1.0,2025-08-09T23:32:27.000Z,60;63;54;53;63;54;54;64;53;56
HEART_RATE,1.0,2025-08-09T23:32:37.000Z,61;55;57;60;57;62;48;53;53;56
HEART_RATE,1.0,2025-08-09T23:32:47.000Z,50;55;58;57;58;61;60;54;58;62
HEART_RATE,1.0,2025-08-09T23:32:57.000Z,57;58;57;60;62;67;61;59;55;55
HEART_RATE,1.0,2025-08-09T23:33:07.000Z,55;66;62;56;66;50;56;62;55;57
HEART_RATE,1.0,2025-08-09T23:33:17.000Z,59;60;58;64;61;56;54;58;60;53
HEART_RATE,1.0,2025-08-09T23:33:27.000Z,57;56;61;55;51;61;61;51;55;61
HEART_RATE,1.0,2025-08-09T23:33:37.000Z,59;64;57;54;54;61;61;51;59;54
HEART_RATE,1.0,2025-08-09T23:33:47.000Z,57;54;54;54;55;61;56;55;64;54
HEART_RATE,1.0,2025-08-09T23:33:57.000Z,63;56;58;56;61;57;59;56;55;54
HEART_RATE,1.0,2025-08-09T23:34:07.000Z,58;53;53;58;60;63;58;59;61;59
HEART_RATE,1.0,2025-08-09T23:34:17.000Z,63;51;51;57;59;55;58;60;57;65
HEART_RATE,1.0,2025-08-09T23:34:27.000Z,59;60;54;56;64;58;51;55;59;59
HEART_RATE,1.0,2025-08-09T23:34:37.000Z,63;57;62;56;59;55;53;57;61;56
HEART_RATE,1.0,2025-08-09T23:34:47.000Z,61;56;56;60;60;52;59;61;56;52
HEART_RATE,1.0,2025-08-09T23:34:57.000Z,57;64;55;61;55;59;68;55;63;57
HEART_RATE,1.0,2025-08-09T23:35:07.000Z,60;55;56;56;58;54;58;59;58;57
HEART_RATE,1.0,2025-08-09T23:35:17.000Z,56;52;56;57;57;56;55;58;55;59
HEART_RATE,1.0,2025-08-09T23:35:27.000Z,62;64;59;60;61;56;56;62;64;58
HEART_RATE,1.0,2025-08-09T23:35:37.000Z,62;58;56;57;53;61;57;53;61;63
HEART_RATE,1.0,2025-08-09T23:35:47.000Z,55;56;52;53;64;49;54;54;55;58
HEART_RATE,1.0,2025-08-09T23:35:57.000Z,58;53;60;57;57;59;57;64;54;57
HEART_RATE,1.0,2025-08-09T23:36:07.000Z,54;53;57;53;62;56;58;59;62;58
HEART_RATE,1.0,2025-08-09T23:36:17.000Z,59;59;60;55;59;57;54;56;59;59
HEART_RATE,1.0,2025-08-09T23:36:27.000Z,53;61;58;56;56;54;55;53;55;58
HEART_RATE,1.0,2025-08-09T23:36:37.000Z,66;56;58;57;56;59;54;55;62;54
HEART_RATE,1.0,2025-08-09T23:36:47.000Z,52;56;59;60;58;54;49;56;57;56
HEART_RATE,1.0,2025-08-09T23:36:57.000Z,58;52;62;59;56;61;60;52;57;53
HEART_RATE,1.0,2025-08-09T23:37:07.000Z,65;60;52;53;56;52;60;60;56;55
HEART_RATE,1.0,2025-08-09T23:37:17.000Z,60;61;60;57;58;54;57;59;62;61
HEART_RATE,1.0,2025-08-09T23:37:27.000Z,62;54;58;56;60;56;65;61;65;56
HEART_RATE,1.0,2025-08-09T23:37:37.000Z,61;52;58;57;61;60;57;58;62;54
HEART_RATE,1.0,2025-08-09T23:37:47.000Z,57;54;56;56;57;57;58;66;56;58
HEART_RATE,1.0,2025-08-09T23:37:57.000Z,51;60;59;54;56;58;55;58;61;61
HEART_RATE,1.0,2025-08-09T23:38:07.000Z,55;57;62;60;59;56;58;54;55;60
HEART_RATE,1.0,2025-08-09T23:38:17.000Z,60;56;59;60;69;55;62;54;55;56
HEART_RATE,1.0,2025-08-09T23:38:27.000Z,61;63;57;52;64;59;57;59;58;61
HEART_RATE,1.0,2025-08-09T23:38:37.000Z,60;59;55;60;58;60;60;63;56;56
HEART_RATE,1.0,2025-08-09T23:38:47.000Z,57;53;59;56;64;56;60;58;50;59
HEART_RATE,1.0,2025-08-09T23:38:57.000Z,55;61;60;59;63;56;59;58;54;60
HEART_RATE,1.0,2025-08-09T23:39:07.000Z,56;54;52;59;55;59;60;57;55;57
HEART_RATE,1.0,2025-08-09T23:39:17.000Z,56;64;55;59;59;55;59;60;57;59
HEART_RATE,1.0,2025-08-09T23:39:27.000Z,57;51;51;62;60;64;60;65;49;53
HEART_RATE,1.0,2025-08-09T23:39:37.000Z,56;57;63;56;58;58;57;55;53;54
HEART_RATE,1.0,2025-08-09T23:39:47.000Z,66;56;53;55;56;59;53;55;55;56
HEART_RATE,1.0,2025-08-09T23:39:57.000Z,54;55;56;59;61;59;60;53;53;57
HEART_RATE,1.0,2025-08-09T23:40:07.000Z,60;60;55;63;55;60;58;56;55;55
HEART_RATE,1.0,2025-08-09T23:40:17.000Z,57;57;59;57;62;54;59;56;58;54
HEART_RATE,1.0,2025-08-09T23:40:27.000Z,60;54;55;57;61;56;55;55;60;59
HEART_RATE,1.0,2025-08-09T23:40:37.000Z,56;54;59;55;59;59;60;56;61;59
HEART_RATE,1.0,2025-08-09T23:40:47.000Z,58;60;58;59;60;55;53;56;48;65
HEART_RATE,1.0,2025-08-09T23:40:57.000Z,59;53;59;56;58;61;56;55;59;60
HEART_RATE,1.0,2025-08-09T23:41:07.000Z,59;64;65;59;56;56;59;59;56;57
HEART_RATE,1.0,2025-08-09T23:41:17.000Z,60;64;50;60;54;58;62;54;57;63
HEART_RATE,1.0,2025-08-09T23:41:27.000Z,56;55;57;61;55;58;57;53;57;54
HEART_RATE,1.0,2025-08-09T23:41:37.000Z,59;57;57;62;60;62;61;57;53;58
HEART_RATE,1.0,2025-08-09T23:41:47.000Z,60;54;49;56;54;61;56;63;55;55
HEART_RATE,1.0,2025-08-09T23:41:57.000Z,62;51;55;60;62;61;60;60;58;55
HEART_RATE,1.0,2025-08-09T23:42:07.000Z,57;62;59;54;54;69;52;56;59;56
HEART_RATE,1.0,2025-08-09T23:42:17.000Z,65;59;61;56;55;56;51;54;55;57
HEART_RATE,1.0,2025-08-09T23:42:27.000Z,55;58;57;58;54;57;55;53;63;58
HEART_RATE,1.0,2025-08-09T23:42:37.000Z,59;50;59;60;64;59;58;66;61;55
HEART_RATE,1.0,2025-08-09T23:42:47.000Z,53;51;55;53;65;59;58;59;64;62
HEART_RATE,1.0,2025-08-09T23:42:57.000Z,64;57;56;58;60;60;51;57;58;52
HEART_RATE,1.0,2025-08-09T23:43:07.000Z,63;53;59;56;56;56;57;60;60;58
HEART_RATE,1.0,2025-08-09T23:43:17.000Z,61;56;59;53;50;52;59;62;58;57
HEART_RATE,1.0,2025-08-09T23:43:27.000Z,55;54;64;55;60;50;59;58;54;60
HEART_RATE,1.0,2025-08-09T23:43:37.000Z,60;58;54;57;52;54;60;61;58;53
HEART_RATE,1.0,2025-08-09T23:43:47.000Z,52;62;58;61;57;62;55;52;54;59
HEART_RATE,1.0,2025-08-09T23:43:57.000Z,51;57;58;62;60;57;55;57;55;53
HEART_RATE,1.0,2025-08-09T23:44:07.000Z,65;55;52;63;54;54;61;59;58;57
HEART_RATE,1.0,2025-08-09T23:44:17.000Z,58;61;55;58;60;59;56;55;55;57
HEART_RATE,1.0,2025-08-09T23:44:27.000Z,64;60;56;56;58;55;51;55;59;64
HEART_RATE,1.0,2025-08-09T23:44:37.000Z,61;55;61;53;55;55;57;54;56;58
HEART_RATE,1.0,2025-08-09T23:44:47.000Z,59;54;57;61;56;54;61;59;66;57
HEART_RATE,1.0,2025-08-09T23:44:57.000Z,61;52;61;57;53;61;65;60;58;55
HEART_RATE,1.0,2025-08-09T23:45:07.000Z,55;54;61;57;54;53;58;56;55;55
HEART_RATE,1.0,2025-08-09T23:45:17.000Z,55;58;62;54;61;58;61;56;54;64
HEART_RATE,1.0,2025-08-09T23:45:27.000Z,55;55;59;58;57;55;55;57;56;57
HEART_RATE,1.0,2025-08-09T23:45:37.000Z,50;65;63;61;57;60;54;61;61;57
HEART_RATE,1.0,2025-08-09T23:45:47.000Z,55;57;55;56;54;63;63;54;60;60
HEART_RATE,1.0,2025-08-09T23:45:57.000Z,58;59;57;63;60;57;61;59;60;60
HEART_RATE,1.0,2025-08-09T23:46:07.000Z,57;59;60;61;59;58;53;54;59;59
HEART_RATE,1.0,2025-08-09T23:46:17.000Z,59;56;52;51;58;61;56;62;54;59
HEART_RATE,1.0,2025-08-09T23:46:27.000Z,60;57;63;54;57;60;52;56;60;60
HEART_RATE,1.0,2025-08-09T23:46:37.000Z,57;61;59;63;58;55;61;57;57;54
HEART_RATE,1.0,2025-08-09T23:46:47.000Z,58;57;57;56;61;55;61;56;63;62
HEART_RATE,1.0,2025-08-09T23:46:57.000Z,51;62;56;56;62;52;51;61;59;58
HEART_RATE,1.0,2025-08-09T23:47:07.000Z,61;54;62;56;57;62;61;56;58;58
HEART_RATE,1.0,2025-08-09T23:47:17.000Z,57;54;62;60;56;58;57;60;60;56
HEART_RATE,1.0,2025-08-09T23:47:27.000Z,61;59;63;59;52;56;57;53;53;57
HEART_RATE,1.0,2025-08-09T23:47:37.000Z,60;57;53;60;54;58;60;58;55;58
HEART_RATE,1.0,2025-08-09T23:47:47.000Z,56;63;57;60;58;54;58;62;49;59
HEART_RATE,1.0,2025-08-09T23:47:57.000Z,63;57;57;59;56;60;56;55;60;53
HEART_RATE,1.0,2025-08-09T23:48:07.000Z,56;56;58;62;55;68;51;60;66;57
HEART_RATE,1.0,2025-08-09T23:48:17.000Z,58;58;55;59;59;56;53;59;52;51
HEART_RATE,1.0,2025-08-09T23:48:27.000Z,54;53;59;55;51;63;54;56;57;56
HEART_RATE,1.0,2025-08-09T23:48:37.000Z,55;58;58;62;54;55;54;48;60;55
HEART_RATE,1.0,2025-08-09T23:48:47.000Z,54;61;59;56;66;58;56;60;52;55
HEART_RATE,1.0,2025-08-09T23:48:57.000Z,55;55;58;58;59;55;57;64;50;62
HEART_RATE,1.0,2025-08-09T23:49:07.000Z,64;52;58;55;56;55;58;64;57;59
HEART_RATE,1.0,2025-08-09T23:49:17.000Z,60;57;59;54;62;63;59;53;57;57
HEART_RATE,1.0,2025-08-09T23:49:27.000Z,56;56;58;54;65;59;57;55;58;57
HEART_RATE,1.0,2025-08-09T23:49:37.000Z,57;49;62;59;57;57;63;64;57;60
HEART_RATE,1.0,2025-08-09T23:49:47.000Z,56;57;55;55;63;61;59;58;59;55
HEART_RATE,1.0,2025-08-09T23:49:57.000Z,54;55;61;59;57;56;59;55;58;62
HEART_RATE,1.0,2025-08-09T23:50:07.000Z,54;56;58;54;51;56;57;56;56;54
HEART_RATE,1.0,2025-08-09T23:50:17.000Z,59;56;55;57;61;55;56;57;61;56
HEART_RATE,1.0,2025-08-09T23:50:27.000Z,59;57;55;57;58;59;57;55;56;60
HEART_RATE,1.0,2025-08-09T23:50:37.000Z,58;55;54;53;59;58;64;58;55;57
HEART_RATE,1.0,2025-08-09T23:50:47.000Z,63;54;56;50;55;57;57;63;60;64
HEART_RATE,1.0,2025-08-09T23:50:57.000Z,59;60;51;60;55;63;60;52;56;55
HEART_RATE,1.0,2025-08-09T23:51:07.000Z,59;61;51;54;61;59;60;57;58;59
HEART_RATE,1.0,2025-08-09T23:51:17.000Z,56;62;55;55;57;50;63;62;66;52
HEART_RATE,1.0,2025-08-09T23:51:27.000Z,55;51;55;58;57;58;59;57;55;62
HEART_RATE,1.0,2025-08-09T23:51:37.000Z,62;59;60;57;52;59;61;60;52;56
HEART_RATE,1.0,2025-08-09T23:51:47.000Z,59;55;56;54;53;56;55;57;57;59
HEART_RATE,1.0,2025-08-09T23:51:57.000Z,57;59;61;54;62;64;52;57;54;63
HEART_RATE,1.0,2025-08-09T23:52:07.000Z,50;57;60;56;52;59;51;56;55;60
HEART_RATE,1.0,2025-08-09T23:52:17.000Z,55;64;61;62;64;58;61;58;59;54
HEART_RATE,1.0,2025-08-09T23:52:27.000Z,59;58;53;51;56;60;58;56;52;54
HEART_RATE,1.0,2025-08-09T23:52:37.000Z,59;56;54;53;55;57;55;59;56;53
HEART_RATE,1.0,2025-08-09T23:52:47.000Z,52;65;57;56;59;56;51;59;51;59
HEART_RATE,1.0,2025-08-09T23:52:57.000Z,52;55;59;55;57;57;55;63;60;59
HEART_RATE,1.0,2025-08-09T23:53:07.000Z,59;57;52;60;55;54;60;62;60;59
HEART_RATE,1.0,2025-08-09T23:53:17.000Z,55;56;56;58;58;60;58;58;49;58
HEART_RATE,1.0,2025-08-09T23:53:27.000Z,63;57;53;58;58;59;62;53;62;55
HEART_RATE,1.0,2025-08-09T23:53:37.000Z,54;54;53;54;55;56;54;59;53;55
HEART_RATE,1.0,2025-08-09T23:53:47.000Z,58;62;57;59;60;51;65;52;53;54
HEART_RATE,1.0,2025-08-09T23:53:57.000Z,63;57;59;56;55;54;53;55;63;60
HEART_RATE,1.0,2025-08-09T23:54:07.000Z,54;63;57;56;57;55;60;57;57;62
HEART_RATE,1.0,2025-08-09T23:54:17.000Z,60;59;55;56;60;55;59;57;56;58
HEART_RATE,1.0,2025-08-09T23:54:27.000Z,54;51;57;56;57;58;59;54;58;58
HEART_RATE,1.0,2025-08-09T23:54:37.000Z,57;62;61;58;57;59;59;63;59;55
HEART_RATE,1.0,2025-08-09T23:54:47.000Z,59;54;57;57;57;56;61;65;55;54
HEART_RATE,1.0,2025-08-09T23:54:57.000Z,58;61;48;55;58;62;62;58;56;53
HEART_RATE,1.0,2025-08-09T23:55:07.000Z,55;52;57;56;53;58;59;58;57;64
HEART_RATE,1.0,2025-08-09T23:55:17.000Z,60;58;56;56;67;57;56;53;52;57
HEART_RATE,1.0,2025-08-09T23:55:27.000Z,60;54;57;56;55;57;52;60;56;60
HEART_RATE,1.0,2025-08-09T23:55:37.000Z,56;59;55;57;57;58;58;54;60;58
HEART_RATE,1.0,2025-08-09T23:55:47.000Z,54;61;61;58;56;58;63;60;53;59
HEART_RATE,1.0,2025-08-09T23:55:57.000Z,62;63;57;63;54;64;56;57;62;58
HEART_RATE,1.0,2025-08-09T23:56:07.000Z,61;63;59;62;56;58;59;53;52;60
HEART_RATE,1.0,2025-08-09T23:56:17.000Z,57;58;57;57;61;60;57;59;57;57
HEART_RATE,1.0,2025-08-09T23:56:27.000Z,62;59;60;64;58;57;54;61;55;57
HEART_RATE,1.0,2025-08-09T23:56:37.000Z,53;56;55;60;58;56;58;57;55;56
HEART_RATE,1.0,2025-08-09T23:56:47.000Z,58;56;57;60;61;51;55;55;61;60
HEART_RATE,1.0,2025-08-09T23:56:57.000Z,57;53;58;59;55;58;61;56;63;59
HEART_RATE,1.0,2025-08-09T23:57:07.000Z,58;56;58;62;53;53;59;61;56;60
HEART_RATE,1.0,2025-08-09T23:57:17.000Z,56;60;57;58;59;59;53;52;63;60
HEART_RATE,1.0,2025-08-09T23:57:27.000Z,60;59;56;57;57;60;59;51;57;54
HEART_RATE,1.0,2025-08-09T23:57:37.000Z,64;58;59;56;63;50;56;56;50;56
HEART_RATE,1.0,2025-08-09T23:57:47.000Z,51;52;53;58;57;58;52;57;55;54
HEART_RATE,1.0,2025-08-09T23:57:57.000Z,59;57;59;57;57;48;54;62;55;59
HEART_RATE,1.0,2025-08-09T23:58:07.000Z,58;58;55;57;60;55;56;52;53;61
HEART_RATE,1.0,2025-08-09T23:58:17.000Z,51;56;56;60;59;53;52;60;55;54
HEART_RATE,1.0,2025-08-09T23:58:27.000Z,56;59;57;65;61;60;58;52;55;56
HEART_RATE,1.0,2025-08-09T23:58:37.000Z,60;56;60;53;60;60;58;56;58;57
HEART_RATE,1.0,2025-08-09T23:58:47.000Z,59;57;52;60;63;55;59;56;55;63
HEART_RATE,1.0,2025-08-09T23:58:57.000Z,59;60;57;53;55;49;64;55;62;55
HEART_RATE,1.0,2025-08-09T23:59:07.000Z,51;57;52;59;52;58;56;52;60;55
HEART_RATE,1.0,2025-08-09T23:59:17.000Z,59;58;57;59;55;54;57;59;53;61
HEART_RATE,1.0,2025-08-09T23:59:27.000Z,50;56;61;59;65;60;57;56;57;60
HEART_RATE,1.0,2025-08-09T23:59:37.000Z,60;52;63;53;62;59;59;54;64;60
HEART_RATE,1.0,2025-08-09T23:59:47.000Z,55;53;58;51;55;64;62;57;56;58
HEART_RATE,1.0,2025-08-09T23:59:57.000Z,60;56;55;58;59;62;55;60;59;54
HEART_RATE,1.0,2025-08-10T00:00:07.000Z,59;56;51;59;59;58;57;60;58;54
HEART_RATE,1.0,2025-08-10T00:00:17.000Z,62;57;56;54;61;59;51;52;54;62
HEART_RATE,1.0,2025-08-10T00:00:27.000Z,56;54;60;51;62;56;61;58;65;61
HEART_RATE,1.0,2025-08-10T00:00:37.000Z,62;55;60;59;59;56;64;62;62;56
HEART_RATE,1.0,2025-08-10T00:00:47.000Z,53;59;57;52;59;62;58;54;63;58
HEART_RATE,1.0,2025-08-10T00:00:57.000Z,57;56;53;58;58;49;54;56;54;57
HEART_RATE,1.0,2025-08-10T00:01:07.000Z,62;52;61;61;56;66;58;58;59;58
HEART_RATE,1.0,2025-08-10T00:01:17.000Z,59;61;61;63;53;58;57;58;55;55
HEART_RATE,1.0,2025-08-10T00:01:27.000Z,57;55;59;56;54;58;56;58;54;56
HEART_RATE,1.0,2025-08-10T00:01:37.000Z,58;64;62;60;55;56;56;57;60;59
HEART_RATE,1.0,2025-08-10T00:01:47.000Z,58;59;56;54;59;56;60;58;57;60
HEART_RATE,1.0,2025-08-10T00:01:57.000Z,55;60;59;58;57;58;54;58;51;58
HEART_RATE,1.0,2025-08-10T00:02:07.000Z,55;62;59;57;57;49;51;59;56;62
HEART_RATE,1.0,2025-08-10T00:02:17.000Z,54;59;59;58;55;60;61;58;57;54
HEART_RATE,1.0,2025-08-10T00:02:27.000Z,57;59;60;65;59;64;55;61;53;56
HEART_RATE,1.0,2025-08-10T00:02:37.000Z,57;55;59;56;57;59;59;55;54;59
HEART_RATE,1.0,2025-08-10T00:02:47.000Z,58;61;57;58;59;56;60;56;56;59
HEART_RATE,1.0,2025-08-10T00:02:57.000Z,58;56;62;62;53;61;52;54;56;59
HEART_RATE,1.0,2025-08-10T00:03:07.000Z,61;63;54;63;60;58;55;65;54;53
HEART_RATE,1.0,2025-08-10T00:03:17.000Z,52;59;58;56;59;60;53;58;56;53
HEART_RATE,1.0,2025-08-10T00:03:27.000Z,58;59;61;61;55;56;59;52;57;58
HEART_RATE,1.0,2025-08-10T00:03:37.000Z,61;54;55;59;56;56;49;62;53;54
HEART_RATE,1.0,2025-08-10T00:03:47.000Z,58;59;57;54;56;57;66;57;55;60
HEART_RATE,1.0,2025-08-10T00:03:57.000Z,54;60;55;58;61;52;53;54;61;65
HEART_RATE,1.0,2025-08-10T00:04:07.000Z,57;54;55;57;53;60;56;55;56;54
HEART_RATE,1.0,2025-08-10T00:04:17.000Z,50;60;57;53;58;57;57;58;56;58
HEART_RATE,1.0,2025-08-10T00:04:27.000Z,61;51;64;55;62;57;56;54;58;54
HEART_RATE,1.0,2025-08-10T00:04:37.000Z,57;57;58;59;59;61;54;58;62;56
HEART_RATE,1.0,2025-08-10T00:04:47.000Z,61;53;58;63;58;58;59;57;58;58
HEART_RATE,1.0,2025-08-10T00:04:57.000Z,56;56;59;61;54;66;62;61;55;47
HEART_RATE,1.0,2025-08-10T00:05:07.000Z,53;59;59;59;62;55;60;58;55;56
HEART_RATE,1.0,2025-08-10T00:05:17.000Z,61;58;57;68;62;56;59;62;65;56
HEART_RATE,1.0,2025-08-10T00:05:27.000Z,62;62;63;53;60;57;61;55;54;52
