timestamp,heart_rate,confidence
2025-08-08 15:19:11,63,0.930
2025-08-08 15:19:12,65,0.866
2025-08-08 15:19:13,57,0.944
2025-08-08 15:19:14,54,0.951
2025-08-08 15:19:15,55,0.853
2025-08-08 15:19:16,59,0.991
2025-08-08 15:19:17,57,0.964
2025-08-08 15:19:18,60,0.913
2025-08-08 15:19:19,63,0.922
2025-08-08 15:19:20,58,0.860
2025-08-08 15:19:21,62,0.939
2025-08-08 15:19:22,63,0.850
2025-08-08 15:19:23,55,0.864
2025-08-08 15:19:24,54,0.939
2025-08-08 15:19:25,59,0.963
2025-08-08 15:19:26,66,0.854
2025-08-08 15:19:27,58,0.908
2025-08-08 15:19:28,53,0.891
2025-08-08 15:19:29,61,0.999
2025-08-08 15:19:30,64,0.895
2025-08-08 15:19:31,60,0.964
2025-08-08 15:19:32,58,0.961
2025-08-08 15:19:33,60,0.853
2025-08-08 15:19:34,66,0.932
2025-08-08 15:19:35,64,0.907
2025-08-08 15:19:36,60,0.916
2025-08-08 15:19:37,52,0.892
2025-08-08 15:19:38,63,0.867
2025-08-08 15:19:39,70,0.851
2025-08-08 15:19:40,63,0.952
2025-08-08 15:19:41,60,0.947
2025-08-08 15:19:42,59,0.910
2025-08-08 15:19:43,65,0.935
2025-08-08 15:19:44,57,0.921
2025-08-08 15:19:45,56,0.924
2025-08-08 15:19:46,59,0.954
2025-08-08 15:19:47,60,0.918
2025-08-08 15:19:48,64,0.907
2025-08-08 15:19:49,61,0.977
2025-08-08 15:19:50,59,0.902
2025-08-08 15:19:51,58,0.937
2025-08-08 15:19:52,59,0.867
2025-08-08 15:19:53,53,0.878
2025-08-08 15:19:54,60,0.879
2025-08-08 15:19:55,60,0.992
2025-08-08 15:19:56,54,0.954
2025-08-08 15:19:57,63,0.935
2025-08-08 15:19:58,59,0.862
2025-08-08 15:19:59,59,0.935
2025-08-08 15:20:00,56,0.870
2025-08-08 15:20:01,64,0.991
2025-08-08 15:20:02,67,0.873
2025-08-08 15:20:03,59,0.947
2025-08-08 15:20:04,61,0.958
2025-08-08 15:20:05,60,0.937
2025-08-08 15:20:06,64,0.891
2025-08-08 15:20:07,54,0.920
2025-08-08 15:20:08,60,0.903
2025-08-08 15:20:09,58,0.990
2025-08-08 15:20:10,60,0.891
2025-08-08 15:20:11,65,0.920
2025-08-08 15:20:12,58,0.907
2025-08-08 15:20:13,66,0.903
2025-08-08 15:20:14,56,0.974
2025-08-08 15:20:15,59,0.938
2025-08-08 15:20:16,58,0.986
2025-08-08 15:20:17,66,0.854
2025-08-08 15:20:18,61,0.967
2025-08-08 15:20:19,59,0.935
2025-08-08 15:20:20,59,0.934
2025-08-08 15:20:21,61,0.977
2025-08-08 15:20:22,55,0.893
2025-08-08 15:20:23,52,0.914
2025-08-08 15:20:24,61,0.914
2025-08-08 15:20:25,58,0.960
2025-08-08 15:20:26,60,0.859
2025-08-08 15:20:27,62,0.996
2025-08-08 15:20:28,65,0.997
2025-08-08 15:20:29,54,0.915
2025-08-08 15:20:30,60,0.957
2025-08-08 15:20:31,59,0.869
2025-08-08 15:20:32,63,0.913
2025-08-08 15:20:33,65,0.884
2025-08-08 15:20:34,61,0.864
2025-08-08 15:20:35,55,0.976
2025-08-08 15:20:36,60,0.928
2025-08-08 15:20:37,59,0.886
2025-08-08 15:20:38,57,0.935
2025-08-08 15:20:39,57,0.895
2025-08-08 15:20:40,60,0.910
2025-08-08 15:20:41,54,0.973
2025-08-08 15:20:42,54,0.907
2025-08-08 15:20:43,54,0.862
2025-08-08 15:20:44,61,0.940
2025-08-08 15:20:45,54,0.892
2025-08-08 15:20:46,60,0.903
2025-08-08 15:20:47,55,0.860
2025-08-08 15:20:48,67,0.965
2025-08-08 15:20:49,62,0.936
2025-08-08 15:20:50,58,0.992
2025-08-08 15:20:51,66,0.943
2025-08-08 15:20:52,53,0.999
2025-08-08 15:20:53,59,0.882
2025-08-08 15:20:54,67,0.882
2025-08-08 15:20:55,57,0.880
2025-08-08 15:20:56,55,0.946
2025-08-08 15:20:57,63,0.884
2025-08-08 15:20:58,60,0.882
2025-08-08 15:20:59,61,0.936
2025-08-08 15:21:00,64,0.874
2025-08-08 15:21:01,65,0.942
2025-08-08 15:21:02,52,0.918
2025-08-08 15:21:03,62,0.927
2025-08-08 15:21:04,56,0.927
2025-08-08 15:21:05,60,0.943
2025-08-08 15:21:06,68,0.898
2025-08-08 15:21:07,61,0.944
2025-08-08 15:21:08,60,0.989
2025-08-08 15:21:09,56,0.925
2025-08-08 15:21:10,61,0.865
2025-08-08 15:21:11,57,0.985
2025-08-08 15:21:12,54,0.900
2025-08-08 15:21:13,61,0.894
2025-08-08 15:21:14,61,0.966
2025-08-08 15:21:15,60,0.911
2025-08-08 15:21:16,57,0.912
2025-08-08 15:21:17,62,0.952
2025-08-08 15:21:18,64,0.982
2025-08-08 15:21:19,61,0.921
2025-08-08 15:21:20,51,0.937
2025-08-08 15:21:21,62,0.918
2025-08-08 15:21:22,56,0.920
2025-08-08 15:21:23,64,0.863
2025-08-08 15:21:24,60,0.913
2025-08-08 15:21:25,59,0.967
2025-08-08 15:21:26,61,0.931
2025-08-08 15:21:27,57,0.888
2025-08-08 15:21:28,58,0.985
2025-08-08 15:21:29,61,0.957
2025-08-08 15:21:30,63,0.857
2025-08-08 15:21:31,60,0.889
2025-08-08 15:21:32,56,0.882
2025-08-08 15:21:33,63,0.897
2025-08-08 15:21:34,53,0.856
2025-08-08 15:21:35,63,0.866
2025-08-08 15:21:36,57,0.966
2025-08-08 15:21:37,54,0.893
2025-08-08 15:21:38,60,0.947
2025-08-08 15:21:39,64,0.870
2025-08-08 15:21:40,58,0.897
2025-08-08 15:21:41,62,0.943
2025-08-08 15:21:42,58,0.915
2025-08-08 15:21:43,53,0.892
2025-08-08 15:21:44,56,0.875
2025-08-08 15:21:45,59,0.872
2025-08-08 15:21:46,52,0.872
2025-08-08 15:21:47,55,0.971
2025-08-08 15:21:48,64,0.956
2025-08-08 15:21:49,56,0.916
2025-08-08 15:21:50,53,0.850
2025-08-08 15:21:51,62,0.866
2025-08-08 15:21:52,60,0.986
2025-08-08 15:21:53,57,0.968
2025-08-08 15:21:54,67,0.854
2025-08-08 15:21:55,61,0.900
2025-08-08 15:21:56,64,0.947
2025-08-08 15:21:57,62,0.988
2025-08-08 15:21:58,59,0.903
2025-08-08 15:21:59,54,0.895
2025-08-08 15:22:00,63,0.902
2025-08-08 15:22:01,58,0.938
2025-08-08 15:22:02,62,0.932
2025-08-08 15:22:03,64,0.980
2025-08-08 15:22:04,54,0.865
2025-08-08 15:22:05,52,0.991
2025-08-08 15:22:06,62,0.974
2025-08-08 15:22:07,57,0.877
2025-08-08 15:22:08,63,0.869
2025-08-08 15:22:09,64,0.968
2025-08-08 15:22:10,62,0.906
2025-08-08 15:22:11,57,0.921
2025-08-08 15:22:12,59,0.971
2025-08-08 15:22:13,52,0.861
2025-08-08 15:22:14,53,0.947
2025-08-08 15:22:15,59,0.993
2025-08-08 15:22:16,61,0.976
2025-08-08 15:22:17,57,0.855
2025-08-08 15:22:18,59,0.854
2025-08-08 15:22:19,56,0.937
2025-08-08 15:22:20,61,0.964
2025-08-08 15:22:21,59,0.900
2025-08-08 15:22:22,59,0.928
2025-08-08 15:22:23,60,0.891
2025-08-08 15:22:24,62,0.930
2025-08-08 15:22:25,66,0.896
2025-08-08 15:22:26,57,0.875
2025-08-08 15:22:27,61,0.953
2025-08-08 15:22:28,60,0.893
2025-08-08 15:22:29,61,0.905
2025-08-08 15:22:30,63,0.892
2025-08-08 15:22:31,59,0.903
2025-08-08 15:22:32,54,0.907
2025-08-08 15:22:33,60,0.983
2025-08-08 15:22:34,58,0.940
2025-08-08 15:22:35,61,0.893
2025-08-08 15:22:36,56,0.886
2025-08-08 15:22:37,61,0.893
2025-08-08 15:22:38,56,0.852
2025-08-08 15:22:39,59,0.870
2025-08-08 15:22:40,58,0.913
2025-08-08 15:22:41,60,0.915
2025-08-08 15:22:42,54,0.936
2025-08-08 15:22:43,60,0.893
2025-08-08 15:22:44,60,0.856
2025-08-08 15:22:45,60,0.946
2025-08-08 15:22:46,53,0.923
2025-08-08 15:22:47,62,0.882
2025-08-08 15:22:48,62,0.914
2025-08-08 15:22:49,57,0.913
2025-08-08 15:22:50,56,0.975
2025-08-08 15:22:51,60,0.931
2025-08-08 15:22:52,59,0.956
2025-08-08 15:22:53,54,0.937
2025-08-08 15:22:54,61,0.853
2025-08-08 15:22:55,60,0.928
2025-08-08 15:22:56,63,0.881
2025-08-08 15:22:57,58,0.922
2025-08-08 15:22:58,58,0.861
2025-08-08 15:22:59,54,0.916
2025-08-08 15:23:00,59,0.929
2025-08-08 15:23:01,57,0.911
2025-08-08 15:23:02,62,0.899
2025-08-08 15:23:03,59,0.975
2025-08-08 15:23:04,53,0.884
2025-08-08 15:23:05,57,0.882
2025-08-08 15:23:06,52,0.871
2025-08-08 15:23:07,61,0.992
2025-08-08 15:23:08,59,0.907
2025-08-08 15:23:09,58,0.897
2025-08-08 15:23:10,57,0.859
2025-08-08 15:23:11,59,0.855
2025-08-08 15:23:12,64,0.990
2025-08-08 15:23:13,57,0.893
2025-08-08 15:23:14,63,0.883
2025-08-08 15:23:15,59,0.903
2025-08-08 15:23:16,64,0.856
2025-08-08 15:23:17,62,0.908
2025-08-08 15:23:18,52,0.943
2025-08-08 15:23:19,64,0.901
2025-08-08 15:23:20,62,0.895
2025-08-08 15:23:21,62,0.853
2025-08-08 15:23:22,55,0.865
2025-08-08 15:23:23,69,0.899
2025-08-08 15:23:24,59,0.918
2025-08-08 15:23:25,57,0.979
2025-08-08 15:23:26,61,0.905
2025-08-08 15:23:27,55,0.935
2025-08-08 15:23:28,57,0.976
2025-08-08 15:23:29,61,0.988
2025-08-08 15:23:30,56,0.960
2025-08-08 15:23:31,60,0.936
2025-08-08 15:23:32,58,0.954
2025-08-08 15:23:33,58,0.963
2025-08-08 15:23:34,60,0.871
2025-08-08 15:23:35,61,0.947
2025-08-08 15:23:36,61,0.945
2025-08-08 15:23:37,55,0.888
2025-08-08 15:23:38,55,0.959
2025-08-08 15:23:39,63,0.883
2025-08-08 15:23:40,60,0.873
2025-08-08 15:23:41,60,0.928
2025-08-08 15:23:42,68,0.891
2025-08-08 15:23:43,57,0.954
2025-08-08 15:23:44,58,0.913
2025-08-08 15:23:45,53,0.891
2025-08-08 15:23:46,57,0.960
2025-08-08 15:23:47,59,0.916
2025-08-08 15:23:48,51,0.922
2025-08-08 15:23:49,62,0.867
2025-08-08 15:23:50,61,0.922
2025-08-08 15:23:51,59,0.946
2025-08-08 15:23:52,63,0.952
2025-08-08 15:23:53,57,0.969
2025-08-08 15:23:54,66,0.984
