SampleType,SampleRate,StartTime,Data
HEART_RATE,1.0,2025-08-09T15:44:47.000Z,167;127;85;165;154;104;121;139;165;106
HEART_RATE,1.0,2025-08-09T15:44:57.000Z,132;165;166;136;102;138;126;115;146;92
HEART_RATE,1.0,2025-08-09T15:45:07.000Z,80;82;127;117;161;119;112;136;124;164
HEART_RATE,1.0,2025-08-09T15:45:17.000Z,149;156;152;145;139;138;124;114;120;134
HEART_RATE,1.0,2025-08-09T15:45:27.000Z,107;168;122;119;144;138;125;101;135;114
HEART_RATE,1.0,2025-08-09T15:45:37.000Z,176;124;137;110;132;151;153;146;139;152
HEART_RATE,1.0,2025-08-09T15:45:47.000Z,176;107;124;151;175;112;121;149;96;124
HEART_RATE,1.0,2025-08-09T15:45:57.000Z,174;135;120;164;122;151;137;139;164;141
HEART_RATE,1.0,2025-08-09T15:46:07.000Z,102;161;145;132;105;107;131;114;123;130
HEART_RATE,1.0,2025-08-09T15:46:17.000Z,141;130;132;118;138;135;140;138;152;102
HEART_RATE,1.0,2025-08-09T15:46:27.000Z,115;105;132;105;144;166;168;155;141;122
HEART_RATE,1.0,2025-08-09T15:46:37.000Z,142;145;134;131;148;96;116;136;135;179
HEART_RATE,1.0,2025-08-09T15:46:47.000Z,120;122;158;153;147;190;114;119;132;112
HEART_RATE,1.0,2025-08-09T15:46:57.000Z,133;126;130;145;101;132;138;148;98;123
HEART_RATE,1.0,2025-08-09T15:47:07.000Z,145;90;174;101;182;107;121;161;97;152
HEART_RATE,1.0,2025-08-09T15:47:17.000Z,108;176;165;133;122;120;142;113;168;157
HEART_RATE,1.0,2025-08-09T15:47:27.000Z,108;143;78;97;77;139;159;134;111;184
HEART_RATE,1.0,2025-08-09T15:47:37.000Z,170;122;117;126;126;152;120;124;117;139
HEART_RATE,1.0,2025-08-09T15:47:47.000Z,117;101;128;172;113;117;174;93;99;152
HEART_RATE,1.0,2025-08-09T15:47:57.000Z,140;135;149;128;149;99;160;74;133;184
HEART_RATE,1.0,2025-08-09T15:48:07.000Z,122;168;159;151;90;122;141;139;83;131
HEART_RATE,1.0,2025-08-09T15:48:17.000Z,153;118;189;108;125;133;200;155;152;151
HEART_RATE,1.0,2025-08-09T15:48:27.000Z,107;128;153;167;132;103;118;112;106;144
HEART_RATE,1.0,2025-08-09T15:48:37.000Z,104;122;145;109;151;135;142;158;152;136
HEART_RATE,1.0,2025-08-09T15:48:47.000Z,120;130;121;93;116;118;116;167;103;127
HEART_RATE,1.0,2025-08-09T15:48:57.000Z,114;132;143;134;143;144;143;100;132;168
HEART_RATE,1.0,2025-08-09T15:49:07.000Z,85;82;145;134;87;147;115;145;170;137
HEART_RATE,1.0,2025-08-09T15:49:17.000Z,128;145;105;145;168;139;148;148;124;142
HEART_RATE,1.0,2025-08-09T15:49:27.000Z,119;130;136;89;129;140;136;74;123;132
HEART_RATE,1.0,2025-08-09T15:49:37.000Z,108;146;147;113;157;126;135;133;164;124
HEART_RATE,1.0,2025-08-09T15:49:47.000Z,108;111;113;86;127;116;102;137;108;169
HEART_RATE,1.0,2025-08-09T15:49:57.000Z,175;142;114;115;105;126;129;139;173;137
HEART_RATE,1.0,2025-08-09T15:50:07.000Z,160;142;133;142;158;118;148;84;124;111
HEART_RATE,1.0,2025-08-09T15:50:17.000Z,146;116;157;145;94;129;139;92;136;127
HEART_RATE,1.0,2025-08-09T15:50:27.000Z,103;118;148;129;116;80;106;138;157;103
HEART_RATE,1.0,2025-08-09T15:50:37.000Z,126;120;142;106;150;100;169;109;109;104
HEART_RATE,1.0,2025-08-09T15:50:47.000Z,97;138;155;168;122;134;176;106;96;130
HEART_RATE,1.0,2025-08-09T15:50:57.000Z,107;153;107;138;100;160;137;126;140;155
HEART_RATE,1.0,2025-08-09T15:51:07.000Z,136;117;133;160;112;131;83;113;161;80
HEART_RATE,1.0,2025-08-09T15:51:17.000Z,98;122;132;124;197;139;147;111;172;143
HEART_RATE,1.0,2025-08-09T15:51:27.000Z,184;144;148;105;89;135;146;142;116;144
HEART_RATE,1.0,2025-08-09T15:51:37.000Z,113;149;161;121;117;112;151;151;144;195
HEART_RATE,1.0,2025-08-09T15:51:47.000Z,107;168;141;120;130;95;142;98;125;84
HEART_RATE,1.0,2025-08-09T15:51:57.000Z,141;118;145;166;115;152;145;165;140;117
HEART_RATE,1.0,2025-08-09T15:52:07.000Z,134;173;116;107;114;136;100;108;115;150
HEART_RATE,1.0,2025-08-09T15:52:17.000Z,111;134;162;105;100;99;124;126;103;88
HEART_RATE,1.0,2025-08-09T15:52:27.000Z,145;131;146;153;145;151;137;146;162;141
HEART_RATE,1.0,2025-08-09T15:52:37.000Z,107;103;110;108;94;145;129;82;160;122
HEART_RATE,1.0,2025-08-09T15:52:47.000Z,168;116;152;148;119;151;141;118;155;142
HEART_RATE,1.0,2025-08-09T15:52:57.000Z,95;123;117;144;135;125;97;170;135;114
HEART_RATE,1.0,2025-08-09T15:53:07.000Z,133;138;121;105;130;135;116;164;135;151
HEART_RATE,1.0,2025-08-09T15:53:17.000Z,139;153;138;149;165;104;144;167;159;115
HEART_RATE,1.0,2025-08-09T15:53:27.000Z,143;126;96;168;141;101;128;155;138;132
HEART_RATE,1.0,2025-08-09T15:53:37.000Z,138;98;168;110;133;135;120;90;136;113
HEART_RATE,1.0,2025-08-09T15:53:47.000Z,149;151;113;151;120;142;141;92;153;155
HEART_RATE,1.0,2025-08-09T15:53:57.000Z,109;109;119;127;169;134;118;104;108;130
HEART_RATE,1.0,2025-08-09T15:54:07.000Z,147;135;121;94;167;67;133;116;108;142
HEART_RATE,1.0,2025-08-09T15:54:17.000Z,148;115;160;153;114;105;95;180;147;121
HEART_RATE,1.0,2025-08-09T15:54:27.000Z,105;82;106;146;124;154;86;107;100;106
HEART_RATE,1.0,2025-08-09T15:54:37.000Z,155;99;117;109;106;95;120;112;126;99
HEART_RATE,1.0,2025-08-09T15:54:47.000Z,126;140;140;122;135;144;191;149;118;151
HEART_RATE,1.0,2025-08-09T15:54:57.000Z,139;139;148;145;88;175;141;109;108;89
HEART_RATE,1.0,2025-08-09T15:55:07.000Z,135;133;145;70;128;110;108;158;121;132
HEART_RATE,1.0,2025-08-09T15:55:17.000Z,133;113;115;116;136;165;155;124;130;111
HEART_RATE,1.0,2025-08-09T15:55:27.000Z,164;139;115;87;133;76;119;147;132;136
HEART_RATE,1.0,2025-08-09T15:55:37.000Z,86;131;179;135;153;112;100;114;118;121
HEART_RATE,1.0,2025-08-09T15:55:47.000Z,124;141;118;156;95;169;131;162;113;117
HEART_RATE,1.0,2025-08-09T15:55:57.000Z,113;144;106;132;109;113;119;99;179;191
HEART_RATE,1.0,2025-08-09T15:56:07.000Z,122;115;96;82;159;141;103;116;162;110
HEART_RATE,1.0,2025-08-09T15:56:17.000Z,120;142;115;163;115;128;118;136;123;153
HEART_RATE,1.0,2025-08-09T15:56:27.000Z,123;162;145;133;123;134;135;179;127;161
HEART_RATE,1.0,2025-08-09T15:56:37.000Z,123;128;134;116;98;123;136;79;80;117
HEART_RATE,1.0,2025-08-09T15:56:47.000Z,116;108;154;176;137;91;121;75;123;143
HEART_RATE,1.0,2025-08-09T15:56:57.000Z,138;148;132;159;126;127;146;139;114;159
HEART_RATE,1.0,2025-08-09T15:57:07.000Z,98;135;151;85;132;163;132;148;151;162
HEART_RATE,1.0,2025-08-09T15:57:17.000Z,175;133;132;182;159;156;134;146;145;111
HEART_RATE,1.0,2025-08-09T15:57:27.000Z,149;110;102;113;121;122;144;135;156;135
HEART_RATE,1.0,2025-08-09T15:57:37.000Z,128;119;139;126;179;129;131;141;161;132
HEART_RATE,1.0,2025-08-09T15:57:47.000Z,105;116;145;136;125;135;89;128;129;118
HEART_RATE,1.0,2025-08-09T15:57:57.000Z,117;129;127;140;136;130;112;134;135;66
HEART_RATE,1.0,2025-08-09T15:58:07.000Z,90;121;120;133;127;135;127;144;153;110
HEART_RATE,1.0,2025-08-09T15:58:17.000Z,135;169;149;112;99;141;136;112;112;108
HEART_RATE,1.0,2025-08-09T15:58:27.000Z,160;160;161;126;149;145;156;96;148;122
HEART_RATE,1.0,2025-08-09T15:58:37.000Z,142;105;174;125;120;105;106;94;144;126
HEART_RATE,1.0,2025-08-09T15:58:47.000Z,109;164;116;139;155;135;117;152;160;111
HEART_RATE,1.0,2025-08-09T15:58:57.000Z,172;141;137;154;150;134;119;133;183;113
HEART_RATE,1.0,2025-08-09T15:59:07.000Z,127;184;133;124;114;142;116;161;169;92
HEART_RATE,1.0,2025-08-09T15:59:17.000Z,118;165;165;155;150;121;117;111;156;151
HEART_RATE,1.0,2025-08-09T15:59:27.000Z,158;164;153;138;149;151;135;133;105;95
HEART_RATE,1.0,2025-08-09T15:59:37.000Z,123;131;90;131;128;127;114;129;116;149
HEART_RATE,1.0,2025-08-09T15:59:47.000Z,109;169;133;120;132;119;146;114;120;135
HEART_RATE,1.0,2025-08-09T15:59:57.000Z,146;74;123;120;118;178;125;138;121;49
HEART_RATE,1.0,2025-08-09T16:00:07.000Z,148;116;103;131;113;152;97;137;153;181
HEART_RATE,1.0,2025-08-09T16:00:17.000Z,161;147;126;73;126;132;147;174;140;102
HEART_RATE,1.0,2025-08-09T16:00:27.000Z,126;155;143;133;118;185;133;162;116;130
HEART_RATE,1.0,2025-08-09T16:00:37.000Z,137;140;107;137;152;157;120;107;111;115
HEART_RATE,1.0,2025-08-09T16:00:47.000Z,105;98;151;116;113;110;186;132;105;125
HEART_RATE,1.0,2025-08-09T16:00:57.000Z,138;171;161;162;144;140;105;142;126;133
HEART_RATE,1.0,2025-08-09T16:01:07.000Z,182;116;138;185;164;132;139;93;149;129
HEART_RATE,1.0,2025-08-09T16:01:17.000Z,155;133;100;87;131;153;114;118;118;110
HEART_RATE,1.0,2025-08-09T16:01:27.000Z,97;159;121;128;169;177;99;111;130;101
HEART_RATE,1.0,2025-08-09T16:01:37.000Z,161;139;118;100;81;200;100;136;153;117
HEART_RATE,1.0,2025-08-09T16:01:47.000Z,146;116;123;132;177;135;102;107;71;130
HEART_RATE,1.0,2025-08-09T16:01:57.000Z,99;93;143;121;161;95;115;107;163;141
HEART_RATE,1.0,2025-08-09T16:02:07.000Z,100;132;146;158;119;166;140;134;165;135
HEART_RATE,1.0,2025-08-09T16:02:17.000Z,96;117;112;123;67;123;140;78;125;104
HEART_RATE,1.0,2025-08-09T16:02:27.000Z,117;133;123;136;86;108;62;112;104;136
HEART_RATE,1.0,2025-08-09T16:02:37.000Z,112;111;102;130;87;83;140;120;93;114
HEART_RATE,1.0,2025-08-09T16:02:47.000Z,103;105;59;121;111;82;107;120;77;136
HEART_RATE,1.0,2025-08-09T16:02:57.000Z,97;97;105;88;144;105;102;122;107;116
HEART_RATE,1.0,2025-08-09T16:03:07.000Z,112;110;99;114;91;86;90;110;138;92
HEART_RATE,1.0,2025-08-09T16:03:17.000Z,92;120;95;69;114;90;121;95;61;97
HEART_RATE,1.0,2025-08-09T16:03:27.000Z,95;117;119;134;106;89;90;155;102;162
HEART_RATE,1.0,2025-08-09T16:03:37.000Z,134;102;99;127;96;139;76;90;81;109
HEART_RATE,1.0,2025-08-09T16:03:47.000Z,109;132;103;84;100;88;111;94;111;112
HEART_RATE,1.0,2025-08-09T16:03:57.000Z,126;106;120;66;125;95;117;102;82;110
HEART_RATE,1.0,2025-08-09T16:04:07.000Z,89;131;98;109;143;101;133;104;115;102
HEART_RATE,1.0,2025-08-09T16:04:17.000Z,91;75;115;90;111;94;120;103;70;109
HEART_RATE,1.0,2025-08-09T16:04:27.000Z,100;108;135;129;103;84;58;140;103;97
HEART_RATE,1.0,2025-08-09T16:04:37.000Z,147;95;110;58;136;109;95;111;153;106
HEART_RATE,1.0,2025-08-09T16:04:47.000Z,96;110;93;104;140;105;101;91;117;147
HEART_RATE,1.0,2025-08-09T16:04:57.000Z,113;162;62;148;113;139;115;139;137;64
HEART_RATE,1.0,2025-08-09T16:05:07.000Z,112;77;79;112;102;79;114;90;83;121
HEART_RATE,1.0,2025-08-09T16:05:17.000Z,121;90;106;100;105;130;81;84;98;110
HEART_RATE,1.0,2025-08-09T16:05:27.000Z,84;156;110;130;126;114;56;102;95;119
